,record_id,verified,rule_results,rule_assignment
806,record_824,false,"{""rule_1"":[],""rule_2"":[]}",{}
807,record_825,false,"{""rule_1"":[""b"",""c""],""rule_2"":[]}",{}
808,record_826,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""c"",""f"",""g""]}","{""rule_1"":""b"",""rule_2"":""c""}"
809,record_827,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
810,record_828,false,"{""rule_1"":[""a"",""d""],""rule_2"":[]}",{}
811,record_829,false,"{""rule_1"":[],""rule_2"":[]}",{}
812,record_83,false,"{""rule_1"":[],""rule_2"":[]}",{}
813,record_830,false,"{""rule_1"":[],""rule_2"":[""d"",""h""]}",{}
814,record_831,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
815,record_832,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
816,record_833,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
817,record_834,true,"{""rule_1"":[""a"",""c"",""f""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
818,record_835,false,"{""rule_1"":[""b"",""c""],""rule_2"":[]}",{}
819,record_836,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""f""]}",{}
820,record_837,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""c"",""rule_2"":""b""}"
821,record_838,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
822,record_839,false,"{""rule_1"":[],""rule_2"":[]}",{}
823,record_84,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
824,record_840,false,"{""rule_1"":[],""rule_2"":[]}",{}
825,record_841,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
826,record_842,true,"{""rule_1"":[""a""],""rule_2"":[""e"",""g""]}","{""rule_1"":""a"",""rule_2"":""e""}"
827,record_843,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
828,record_844,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
829,record_845,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
830,record_846,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
831,record_847,false,"{""rule_1"":[""b""],""rule_2"":[""b""]}",{}
832,record_848,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
833,record_849,true,"{""rule_1"":[""c""],""rule_2"":[""g""]}","{""rule_1"":""c"",""rule_2"":""g""}"
834,record_85,false,"{""rule_1"":[""b"",""c""],""rule_2"":[]}",{}
835,record_850,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
836,record_851,false,"{""rule_1"":[],""rule_2"":[]}",{}
837,record_852,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
838,record_853,false,"{""rule_1"":[],""rule_2"":[""b"",""d"",""e""]}",{}
839,record_854,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
840,record_855,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
841,record_856,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""g""]}","{""rule_1"":""a"",""rule_2"":""g""}"
842,record_857,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
843,record_858,false,"{""rule_1"":[],""rule_2"":[]}",{}
844,record_859,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d""]}",{}
845,record_86,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""b"",""e""]}","{""rule_1"":""a"",""rule_2"":""b""}"
846,record_860,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
847,record_861,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
848,record_862,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
849,record_863,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
850,record_864,false,"{""rule_1"":[""b""],""rule_2"":[""b""]}",{}
851,record_865,false,"{""rule_1"":[],""rule_2"":[]}",{}
852,record_866,false,"{""rule_1"":[],""rule_2"":[""b"",""g""]}",{}
853,record_867,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
854,record_868,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
855,record_869,true,"{""rule_1"":[""d""],""rule_2"":[""c""]}","{""rule_1"":""d"",""rule_2"":""c""}"
856,record_87,true,"{""rule_1"":[""b"",""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
857,record_870,true,"{""rule_1"":[""a"",""c"",""e""],""rule_2"":[""c"",""e""]}","{""rule_1"":""a"",""rule_2"":""c""}"
858,record_871,false,"{""rule_1"":[],""rule_2"":[]}",{}
859,record_872,false,"{""rule_1"":[],""rule_2"":[]}",{}
860,record_873,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
861,record_874,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
862,record_875,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d""]}",{}
863,record_876,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
864,record_877,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
865,record_878,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
866,record_879,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
867,record_88,true,"{""rule_1"":[""a""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
868,record_880,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
869,record_881,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
870,record_882,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
871,record_883,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
872,record_884,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
873,record_885,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
874,record_886,false,"{""rule_1"":[],""rule_2"":[]}",{}
875,record_887,false,"{""rule_1"":[],""rule_2"":[]}",{}
876,record_888,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
877,record_889,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
878,record_89,true,"{""rule_1"":[""d"",""e""],""rule_2"":[""b"",""c""]}","{""rule_1"":""d"",""rule_2"":""b""}"
879,record_890,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
880,record_891,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
881,record_892,false,"{""rule_1"":[""c"",""d""],""rule_2"":[]}",{}
882,record_893,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
883,record_894,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""a"",""b"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
884,record_895,false,"{""rule_1"":[""a"",""b""],""rule_2"":[]}",{}
885,record_896,false,"{""rule_1"":[],""rule_2"":[""b"",""d""]}",{}
886,record_897,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
887,record_898,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
888,record_899,true,"{""rule_1"":[""c""],""rule_2"":[""c"",""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
889,record_9,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
890,record_90,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
891,record_900,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
892,record_901,false,"{""rule_1"":[""a"",""e""],""rule_2"":[]}",{}
893,record_902,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
894,record_903,false,"{""rule_1"":[],""rule_2"":[]}",{}
895,record_904,false,"{""rule_1"":[""a"",""d""],""rule_2"":[]}",{}
896,record_905,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
897,record_906,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
898,record_907,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
899,record_908,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
900,record_909,true,"{""rule_1"":[""a""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
901,record_91,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
902,record_910,false,"{""rule_1"":[],""rule_2"":[]}",{}
903,record_911,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
904,record_912,false,"{""rule_1"":[],""rule_2"":[]}",{}
905,record_913,true,"{""rule_1"":[""e""],""rule_2"":[""a"",""e""]}","{""rule_1"":""e"",""rule_2"":""a""}"
906,record_914,true,"{""rule_1"":[""b""],""rule_2"":[""d"",""g""]}","{""rule_1"":""b"",""rule_2"":""d""}"
907,record_915,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
908,record_916,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
909,record_917,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
910,record_918,true,"{""rule_1"":[""c"",""e""],""rule_2"":[""c"",""g""]}","{""rule_1"":""c"",""rule_2"":""g""}"
911,record_919,true,"{""rule_1"":[""a""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
912,record_92,false,"{""rule_1"":[],""rule_2"":[]}",{}
913,record_920,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
914,record_921,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
915,record_922,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""c""]}","{""rule_1"":""d"",""rule_2"":""c""}"
916,record_923,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
917,record_924,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
918,record_925,true,"{""rule_1"":[""a""],""rule_2"":[""a"",""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
919,record_926,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
920,record_927,false,"{""rule_1"":[""a""],""rule_2"":[]}",{}
921,record_928,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
922,record_929,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
923,record_93,false,"{""rule_1"":[],""rule_2"":[""b"",""c""]}",{}
924,record_930,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""d"",""f""]}","{""rule_1"":""a"",""rule_2"":""d""}"
925,record_931,false,"{""rule_1"":[],""rule_2"":[]}",{}
926,record_932,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
927,record_933,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
928,record_934,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d""]}",{}
929,record_935,true,"{""rule_1"":[""a"",""c"",""d""],""rule_2"":[""e""]}","{""rule_1"":""a"",""rule_2"":""e""}"
930,record_936,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
931,record_937,false,"{""rule_1"":[],""rule_2"":[]}",{}
932,record_938,false,"{""rule_1"":[],""rule_2"":[""h""]}",{}
933,record_939,false,"{""rule_1"":[],""rule_2"":[""c"",""h""]}",{}
934,record_94,false,"{""rule_1"":[],""rule_2"":[""b""]}",{}
935,record_940,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
936,record_941,false,"{""rule_1"":[],""rule_2"":[""h""]}",{}
937,record_942,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
938,record_943,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
939,record_944,true,"{""rule_1"":[""a"",""b"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
940,record_945,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
941,record_946,false,"{""rule_1"":[""a"",""d""],""rule_2"":[]}",{}
942,record_947,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c"",""d""]}","{""rule_1"":""a"",""rule_2"":""b""}"
943,record_948,false,"{""rule_1"":[""a"",""g""],""rule_2"":[]}",{}
944,record_949,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
945,record_95,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
946,record_950,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
947,record_951,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
948,record_952,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""e""]}","{""rule_1"":""c"",""rule_2"":""b""}"
949,record_953,false,"{""rule_1"":[],""rule_2"":[]}",{}
950,record_954,false,"{""rule_1"":[],""rule_2"":[]}",{}
951,record_955,true,"{""rule_1"":[""a"",""b""],""rule_2"":[""a"",""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
952,record_956,false,"{""rule_1"":[],""rule_2"":[]}",{}
953,record_957,true,"{""rule_1"":[""b"",""d""],""rule_2"":[""b"",""c"",""e""]}","{""rule_1"":""b"",""rule_2"":""c""}"
954,record_958,false,"{""rule_1"":[""a"",""c""],""rule_2"":[]}",{}
955,record_959,false,"{""rule_1"":[],""rule_2"":[""d"",""f"",""g""]}",{}
956,record_96,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
957,record_960,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
958,record_961,false,"{""rule_1"":[],""rule_2"":[""b"",""c"",""d""]}",{}
959,record_962,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""c""]}","{""rule_1"":""a"",""rule_2"":""c""}"
960,record_963,true,"{""rule_1"":[""d""],""rule_2"":[""b""]}","{""rule_1"":""d"",""rule_2"":""b""}"
961,record_964,false,"{""rule_1"":[""c""],""rule_2"":[]}",{}
962,record_965,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
963,record_966,false,"{""rule_1"":[],""rule_2"":[""a""]}",{}
964,record_967,true,"{""rule_1"":[""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
965,record_968,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b""]}","{""rule_1"":""a"",""rule_2"":""b""}"
966,record_969,false,"{""rule_1"":[""c"",""d"",""f""],""rule_2"":[]}",{}
967,record_97,false,"{""rule_1"":[],""rule_2"":[]}",{}
968,record_970,false,"{""rule_1"":[],""rule_2"":[]}",{}
969,record_971,false,"{""rule_1"":[""b"",""c""],""rule_2"":[]}",{}
970,record_972,false,"{""rule_1"":[""a"",""e""],""rule_2"":[]}",{}
971,record_973,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
972,record_974,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
973,record_975,true,"{""rule_1"":[""e""],""rule_2"":[""a""]}","{""rule_1"":""e"",""rule_2"":""a""}"
974,record_976,false,"{""rule_1"":[],""rule_2"":[]}",{}
975,record_977,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
976,record_978,true,"{""rule_1"":[""a""],""rule_2"":[""c"",""e"",""f"",""g""]}","{""rule_1"":""a"",""rule_2"":""c""}"
977,record_979,false,"{""rule_1"":[""a"",""d""],""rule_2"":[]}",{}
978,record_98,true,"{""rule_1"":[""a"",""d"",""f""],""rule_2"":[""f""]}","{""rule_1"":""a"",""rule_2"":""f""}"
979,record_980,false,"{""rule_1"":[],""rule_2"":[]}",{}
980,record_981,false,"{""rule_1"":[],""rule_2"":[""d""]}",{}
981,record_982,false,"{""rule_1"":[],""rule_2"":[]}",{}
982,record_983,false,"{""rule_1"":[""d""],""rule_2"":[]}",{}
983,record_984,false,"{""rule_1"":[],""rule_2"":[]}",{}
984,record_985,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
985,record_986,false,"{""rule_1"":[""c""],""rule_2"":[""c""]}",{}
986,record_987,false,"{""rule_1"":[],""rule_2"":[]}",{}
987,record_988,true,"{""rule_1"":[""d""],""rule_2"":[""b"",""d""]}","{""rule_1"":""d"",""rule_2"":""b""}"
988,record_989,false,"{""rule_1"":[],""rule_2"":[""c""]}",{}
989,record_99,true,"{""rule_1"":[""c""],""rule_2"":[""d""]}","{""rule_1"":""c"",""rule_2"":""d""}"
990,record_990,true,"{""rule_1"":[""b"",""c"",""d""],""rule_2"":[""d""]}","{""rule_1"":""b"",""rule_2"":""d""}"
991,record_991,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c"",""g""]}","{""rule_1"":""c"",""rule_2"":""b""}"
992,record_992,true,"{""rule_1"":[""a"",""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""a"",""rule_2"":""b""}"
993,record_993,true,"{""rule_1"":[""c"",""d""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
994,record_994,false,"{""rule_1"":[""b""],""rule_2"":[]}",{}
995,record_995,false,"{""rule_1"":[""b""],""rule_2"":[""b""]}",{}
996,record_996,true,"{""rule_1"":[""b"",""c""],""rule_2"":[""b""]}","{""rule_1"":""c"",""rule_2"":""b""}"
997,record_997,true,"{""rule_1"":[""c""],""rule_2"":[""b"",""c""]}","{""rule_1"":""c"",""rule_2"":""b""}"
998,record_998,false,"{""rule_1"":[],""rule_2"":[""c"",""h""]}",{}
999,record_999,true,"{""rule_1"":[""a"",""d""],""rule_2"":[""d""]}","{""rule_1"":""a"",""rule_2"":""d""}"
